,median_house_value
1430,165000.0
18977,271100.0
11662,500001.0
11640,342500.0
14951,362800.0
2332,234900.0
12075,168900.0
431,106300.0
6164,500001.0
8093,291700.0
17237,142300.0
11995,113500.0
3408,221000.0
5603,61500.0
19817,97400.0
16598,136900.0
17110,217300.0
14410,500001.0
9522,260300.0
7406,277300.0
20105,404700.0
9022,293300.0
6682,173900.0
3454,101600.0
12319,207600.0
12149,164500.0
11354,114900.0
7371,353100.0
2157,295400.0
4851,63500.0
4348,461300.0
6201,68200.0
6707,181300.0
3526,279300.0
17542,84700.0
2306,76800.0
6689,93000.0
116,129500.0
3505,399700.0
11100,178000.0
15994,153800.0
2949,158900.0
13369,130300.0
11993,137500.0
2966,500001.0
19280,96400.0
5971,175000.0
17143,87500.0
9895,150000.0
15761,115800.0
6365,189600.0
8167,142300.0
13809,179800.0
16544,268200.0
3423,169900.0
4611,169300.0
19112,136800.0
19791,247000.0
1534,47800.0
3917,174500.0
11856,49400.0
3818,70200.0
5745,265100.0
13067,147200.0
19542,67500.0
12325,500001.0
9162,229100.0
11744,227700.0
19502,240200.0
18579,265900.0
2715,119600.0
10417,225000.0
2199,154400.0
2721,398400.0
11,241800.0
12760,138600.0
11083,227100.0
9587,85300.0
8723,197400.0
19635,132400.0
4696,225000.0
15730,433000.0
19510,236800.0
4033,353600.0
10277,171800.0
10122,125000.0
2290,249400.0
15447,249400.0
3507,244100.0
4690,129200.0
10875,99500.0
17449,173200.0
6273,94800.0
12632,123200.0
13931,105300.0
19339,414800.0
20561,108900.0
5042,500000.0
19558,123800.0
20248,294300.0
6268,110200.0
2072,127100.0
7857,121400.0
4019,246700.0
12391,133100.0
10961,307400.0
13877,111500.0
6044,82000.0
11799,209800.0
5805,173400.0
1950,75000.0
8138,150000.0
18101,141100.0
3481,252800.0
8644,146200.0
17985,144600.0
18744,290800.0
13790,126900.0
14992,73700.0
3338,500001.0
12384,196900.0
18463,88600.0
18814,288700.0
20205,212800.0
3845,500001.0
15784,115900.0
4029,266700.0
12386,233100.0
10650,108300.0
16293,287500.0
17398,52900.0
6826,146000.0
13793,75500.0
8454,280400.0
414,91200.0
19174,133700.0
17183,335000.0
17255,93300.0
16036,62900.0
8487,87700.0
19759,69200.0
5900,220800.0
4500,154700.0
8083,160600.0
4320,305000.0
1566,277800.0
1411,187500.0
1032,170500.0
14427,143200.0
3315,171500.0
17558,152700.0
6755,60600.0
3368,500001.0
11659,500001.0
19079,338400.0
11130,207800.0
18209,371400.0
20161,316200.0
3461,147500.0
15702,178500.0
15146,163800.0
5783,86900.0
8692,183700.0
12656,164400.0
2826,114300.0
16235,88100.0
18727,497400.0
797,257400.0
14888,216700.0
3090,103000.0
9413,228600.0
16946,146700.0
5139,214300.0
4954,320600.0
4034,204200.0
8983,260900.0
6620,125900.0
2324,500001.0
4662,300000.0
4266,249000.0
15244,185300.0
6739,139900.0
9459,265500.0
11635,325000.0
2087,111000.0
20340,271300.0
2346,225000.0
11697,198600.0
12095,103900.0
5410,166100.0
5865,137500.0
11165,81700.0
6102,62700.0
14215,232800.0
8132,227600.0
19806,167400.0
5637,294700.0
6941,171600.0
14329,143500.0
20366,97800.0
11101,159500.0
7028,356700.0
11476,165600.0
1428,130600.0
6080,137500.0
14541,173900.0
7469,238600.0
7076,329500.0
16951,232800.0
12840,123100.0
5687,500001.0
16917,292200.0
11971,90400.0
3251,250000.0
17307,148200.0
6431,90200.0
20052,215600.0
10179,152100.0
17931,193800.0
3652,63900.0
10480,54400.0
12271,90400.0
10643,130800.0
5236,195800.0
524,254400.0
2764,150000.0
18039,245800.0
5151,183700.0
15939,118800.0
14096,83100.0
1965,500001.0
13370,183000.0
15879,119400.0
8525,148200.0
7655,209800.0
19443,57700.0
9847,166300.0
19267,132100.0
4365,314700.0
7538,86400.0
2482,172800.0
15081,96000.0
15434,213200.0
19696,72500.0
13349,112500.0
13447,191900.0
17565,142900.0
11801,116400.0
16356,185900.0
18151,182500.0
7876,34600.0
2150,62800.0
6936,279200.0
8515,402900.0
16645,143200.0
4704,275900.0
5966,159500.0
10107,108300.0
19016,158000.0
17040,192000.0
14758,243100.0
3821,345700.0
12616,90700.0
13926,160200.0
6069,116500.0
4867,500001.0
13264,50800.0
17989,53800.0
4066,294100.0
15232,85400.0
12190,132700.0
10241,130600.0
15483,281700.0
18952,143800.0
14968,195100.0
12789,467600.0
18715,200000.0
8854,154200.0
6659,107200.0
15921,353500.0
13248,117300.0
9581,182400.0
5391,79600.0
3021,111100.0
17068,110200.0
20203,165700.0
3285,102000.0
7865,276600.0
20601,57900.0
9348,175400.0
12507,250900.0
3372,209900.0
5251,85000.0
4970,84200.0
8443,57800.0
2134,119400.0
12216,55100.0
17484,220900.0
7363,353600.0
6488,121800.0
3154,175200.0
14774,250300.0
18277,92300.0
13977,87900.0
5099,228700.0
11932,176000.0
93,187500.0
4454,218900.0
12879,110900.0
12021,191700.0
19178,320500.0
4498,154200.0
20419,266100.0
15636,158600.0
10307,59100.0
11223,367300.0
5636,183000.0
11346,217400.0
7846,94600.0
10245,312000.0
14195,53100.0
1263,106600.0
16659,200800.0
17912,166000.0
15548,133300.0
11329,52100.0
20440,83300.0
13755,204100.0
1084,162000.0
20236,405500.0
15082,221000.0
766,70200.0
11290,94600.0
17939,276000.0
13528,136500.0
10927,180400.0
15354,245200.0
10250,191900.0
3544,210100.0
9368,64300.0
1488,145300.0
14916,232700.0
4859,500001.0
14950,177400.0
3605,205000.0
418,93400.0
14678,140600.0
9939,126500.0
13951,59000.0
6688,112900.0
20226,329700.0
20102,132600.0
7172,75000.0
7816,166100.0
2558,145500.0
13615,197600.0
10190,164100.0
9498,106500.0
13273,500001.0
9921,189200.0
8463,208300.0
1497,64800.0
1508,101000.0
2969,223600.0
8681,175900.0
3221,267600.0
5178,314700.0
18185,244600.0
9502,187500.0
2819,299400.0
1817,410200.0
2987,112500.0
5569,137500.0
19586,147500.0
18900,200900.0
17572,69700.0
11171,237800.0
4453,257600.0
9218,315500.0
14141,189300.0
4665,168900.0
5409,160200.0
1273,368000.0
1859,284900.0
5436,90000.0
17421,382100.0
6296,72900.0
8858,141900.0
5204,96200.0
16109,70700.0
18954,215600.0
9521,228600.0
9563,256000.0
17061,83100.0
10353,74100.0
10732,308900.0
15343,226300.0
11546,182800.0
13088,376000.0
19625,469800.0
2766,393000.0
19859,199200.0
10323,155000.0
8575,345700.0
15162,153600.0
18790,253000.0
1196,189300.0
11392,268600.0
2800,178300.0
13272,74200.0
19291,98200.0
18484,98900.0
17637,214500.0
10513,198000.0
2313,93400.0
5652,412500.0
4379,75900.0
5137,119400.0
2366,216600.0
2610,351800.0
6978,292600.0
5257,93900.0
10197,258300.0
2041,192000.0
16239,47800.0
11302,118300.0
6187,149400.0
3375,439100.0
2920,411200.0
12810,165800.0
7996,202200.0
18225,193600.0
5871,163700.0
14246,93800.0
14723,227000.0
11041,319000.0
5289,168000.0
540,246700.0
12084,103500.0
5911,222900.0
16352,132200.0
9994,97800.0
19815,87300.0
14364,97700.0
4942,270000.0
13090,68200.0
10624,225000.0
17046,190900.0
9429,199500.0
3809,255200.0
19480,158200.0
339,164500.0
19809,187700.0
16717,103000.0
6504,218200.0
12655,259600.0
1117,88600.0
2945,337200.0
6482,244700.0
579,262300.0
18618,295700.0
1391,371000.0
19778,43100.0
9288,155300.0
14143,71300.0
11450,137500.0
371,288400.0
4854,190500.0
20132,500001.0
7020,157600.0
5873,252400.0
6300,342400.0
1730,445600.0
16463,152600.0
17431,242000.0
6360,263200.0
6326,128300.0
7237,328600.0
4588,156600.0
20560,146900.0
1972,181100.0
5839,500001.0
16118,275000.0
15611,147800.0
13363,125000.0
358,264500.0
943,58300.0
7518,87200.0
7618,283700.0
5885,141700.0
741,137500.0
3695,125300.0
9178,45000.0
19229,132400.0
9996,125400.0
14638,303900.0
4119,307300.0
2998,114000.0
16367,280300.0
16325,188400.0
13144,99300.0
11280,83900.0
17705,68900.0
19559,124000.0
16863,129700.0
5424,110700.0
20229,217300.0
19105,87500.0
12924,82800.0
20365,114500.0
19798,316700.0
7616,162300.0
5712,210000.0
4470,93100.0
20002,169400.0
10143,164700.0
19396,250000.0
18797,161200.0
3899,97300.0
9449,104700.0
2393,120700.0
10500,195600.0
11674,267300.0
14031,270100.0
16038,500001.0
9863,322700.0
10871,57600.0
10205,130600.0
15674,135400.0
5942,224200.0
18897,250000.0
14684,351200.0
11964,379300.0
19438,181300.0
17535,286500.0
14052,127500.0
6759,369700.0
16077,217600.0
7937,94300.0
3106,202500.0
9538,310300.0
6794,201200.0
5604,500001.0
12853,211800.0
20119,500001.0
9227,205700.0
14409,355300.0
9983,372700.0
720,137900.0
3740,114200.0
9448,253700.0
1441,500001.0
4390,163400.0
12751,115800.0
895,341400.0
11468,140600.0
12784,139100.0
8721,270300.0
15298,286500.0
9794,446700.0
4883,147500.0
3174,290700.0
13151,335200.0
16750,130900.0
11151,182500.0
6712,90000.0
794,244100.0
3643,299400.0
13679,183000.0
16907,262100.0
11557,109500.0
3092,54400.0
18023,129800.0
15718,495500.0
8511,154600.0
6379,163900.0
9711,435000.0
338,500001.0
13073,101600.0
15633,217500.0
9616,86900.0
3472,60400.0
4496,324700.0
272,120100.0
11824,374100.0
14831,215000.0
17362,166000.0
5250,98400.0
3159,500001.0
17764,94900.0
19916,187300.0
17992,67300.0
12520,209000.0
4120,176800.0
8710,145500.0
13624,165400.0
9148,243500.0
14416,80400.0
1135,64700.0
7891,500001.0
5404,116300.0
9910,245400.0
20499,93400.0
7927,141300.0
5928,118300.0
17094,57600.0
20604,65000.0
17902,500001.0
14102,122600.0
4137,195100.0
4238,399400.0
15387,75000.0
2115,254200.0
11034,161300.0
16268,109300.0
13197,90800.0
19491,239600.0
6437,197900.0
5430,222800.0
18133,120800.0
2941,133900.0
5174,84700.0
20152,210900.0
6779,162500.0
2423,137300.0
13584,118600.0
17825,167800.0
15276,341800.0
14637,420800.0
16391,117600.0
19655,95900.0
2323,356300.0
6468,233200.0
17442,147900.0
17164,500001.0
20512,290900.0
10421,266600.0
19023,272400.0
6615,180700.0
20400,75000.0
18966,158700.0
7983,59000.0
610,274800.0
13705,87500.0
2541,388100.0
14526,66700.0
1483,53800.0
6368,236400.0
2104,443600.0
1952,145600.0
2595,357600.0
18909,258700.0
7573,350000.0
16299,355800.0
9844,129200.0
525,127500.0
6237,439800.0
20299,126500.0
6034,500001.0
8115,375000.0
19066,70700.0
14455,198200.0
14880,144400.0
17053,108000.0
6606,500001.0
8907,89600.0
4502,75700.0
8452,293300.0
12210,127400.0
12732,125800.0
20334,343400.0
10350,57700.0
19138,500001.0
1785,346500.0
866,260800.0
5386,177600.0
12927,233300.0
8056,126200.0
4653,98300.0
2670,113300.0
6812,213000.0
8884,52600.0
1429,87500.0
11176,149200.0
8638,81300.0
11532,95200.0
1747,218100.0
2843,286900.0
20413,223200.0
16991,432600.0
1190,267300.0
10979,500001.0
15014,265300.0
18592,74100.0
19975,157500.0
17599,225800.0
18092,500001.0
111,260300.0
5913,471600.0
10253,56100.0
5162,162500.0
19317,458600.0
17167,298400.0
8207,394600.0
6924,244400.0
20043,121900.0
13965,351200.0
17025,185300.0
20363,191800.0
18769,500001.0
13428,155000.0
20219,226900.0
13813,355100.0
9565,275000.0
9850,291500.0
13254,139700.0
1506,278200.0
13728,164900.0
9634,183800.0
18260,80600.0
16232,212500.0
10228,341200.0
257,88800.0
12329,225000.0
9666,245600.0
14270,130400.0
6354,159300.0
17361,383600.0
1447,377600.0
147,210200.0
12878,261100.0
9720,257200.0
4114,259600.0
12410,128800.0
15615,324700.0
3657,107600.0
542,98100.0
24,132600.0
6426,81300.0
19146,152700.0
154,287500.0
3019,50900.0
3603,135100.0
17651,255900.0
19750,91800.0
2815,166100.0
3309,314200.0
992,150000.0
8317,72100.0
1599,278900.0
5613,72700.0
799,138200.0
6265,85600.0
6803,340700.0
14169,223000.0
11311,75000.0
6877,310300.0
556,344200.0
19159,214500.0
15163,124800.0
6966,195100.0
843,112500.0
7061,157500.0
8730,149900.0
8555,237500.0
14462,107900.0
13589,85400.0
181,189200.0
7452,391200.0
4699,253400.0
9605,228000.0
12151,159200.0
2268,248900.0
16449,398900.0
12449,109100.0
5705,188200.0
2523,212500.0
16649,500001.0
7202,223400.0
4518,165300.0
1344,55000.0
10695,351300.0
5050,291700.0
16787,153500.0
5124,129700.0
10853,271300.0
3364,89400.0
9735,96900.0
17230,32500.0
13693,339400.0
11997,146100.0
3674,112500.0
6948,76600.0
5059,425900.0
3907,116100.0
19729,150000.0
5811,60300.0
1047,190300.0
8810,59300.0
19567,170800.0
5779,189200.0
20486,318200.0
2399,140200.0
16490,103800.0
12338,444100.0
4130,180800.0
14156,234100.0
1302,250000.0
11186,388700.0
8179,406300.0
18808,90800.0
8025,156000.0
17352,197400.0
13412,200600.0
15320,85500.0
13647,344500.0
7767,72300.0
18259,195800.0
3869,180800.0
3198,500001.0
15545,133900.0
3272,165100.0
12679,113600.0
1271,120400.0
9682,262500.0
18402,311100.0
5595,114000.0
11595,198100.0
13736,317100.0
19365,316700.0
18178,232200.0
8874,128800.0
18590,150000.0
20094,144400.0
19811,260900.0
16894,183400.0
5576,500001.0
14491,416800.0
10373,212200.0
5442,129200.0
11434,67500.0
16533,500000.0
10888,166700.0
9411,132600.0
1168,450000.0
6676,195100.0
4478,114800.0
11919,143700.0
11396,213500.0
8704,65000.0
6555,183900.0
16875,165200.0
18999,189800.0
1334,255000.0
887,500001.0
10510,500001.0
16979,283600.0
2397,77100.0
8871,448300.0
12636,130600.0
19904,308800.0
19676,330000.0
17231,329700.0
3291,288200.0
11725,153700.0
2209,192900.0
543,235300.0
18772,97900.0
5112,225000.0
15348,302000.0
2632,252600.0
12681,276500.0
19506,173800.0
5701,500001.0
19306,331900.0
1073,125000.0
4378,253000.0
18680,156100.0
11500,142100.0
16307,191900.0
13061,146200.0
19468,255800.0
9758,172100.0
13375,300000.0
8009,84700.0
14002,60000.0
2988,190300.0
17028,283200.0
19296,165600.0
5159,143300.0
5170,372000.0
10944,206300.0
20045,500001.0
7410,226700.0
5929,353800.0
12497,185200.0
11833,218300.0
2473,123400.0
11115,147500.0
10322,202300.0
7756,65400.0
11667,220800.0
5210,177500.0
13917,219200.0
16809,93400.0
10357,500001.0
16046,290700.0
5189,305200.0
3974,230800.0
14376,79400.0
13898,500001.0
16431,263600.0
12346,127300.0
1319,105500.0
12181,240800.0
14384,144200.0
17753,183500.0
4897,68400.0
17698,75800.0
1540,315000.0
4268,187500.0
11578,195800.0
7619,164400.0
14521,83400.0
6880,296300.0
14496,175400.0
11596,86200.0
435,250000.0
8944,371600.0
7483,139100.0
15424,263300.0
19869,382400.0
1042,75000.0
17703,241900.0
16835,119800.0
10406,318600.0
3183,172600.0
16396,162100.0
10235,116900.0
12135,48900.0
11182,246400.0
18665,179700.0
5292,40400.0
14049,141900.0
7078,75000.0
1054,62100.0
6717,51700.0
6280,350000.0
15589,152300.0
10035,138800.0
17906,145300.0
1395,223300.0
1704,192200.0
1491,365600.0
12447,246500.0
9023,74900.0
11108,256700.0
1635,206300.0
18536,411200.0
15104,81300.0
11561,118200.0
13913,98500.0
11475,275400.0
9232,164200.0
16130,98900.0
1219,173700.0
13020,99600.0
9211,139600.0
5920,131700.0
8084,183800.0
710,152300.0
13007,225000.0
12309,186600.0
9331,36700.0
16629,234700.0
13397,272400.0
8922,327700.0
19002,113900.0
8237,128400.0
13241,364500.0
9984,191700.0
10968,26600.0
16053,359500.0
3072,199700.0
8134,152000.0
15260,112500.0
8419,198300.0
18482,70500.0
15271,150000.0
6820,159600.0
15292,67000.0
11059,397000.0
13097,352100.0
7536,367400.0
9933,115100.0
15171,198400.0
15654,146900.0
7969,143400.0
5649,42100.0
3777,240700.0
20368,147100.0
15366,231600.0
11188,55000.0
15597,500001.0
17615,306300.0
20324,130300.0
2133,159700.0
1126,140100.0
17292,291500.0
13135,174200.0
17222,162900.0
11946,500001.0
20174,287500.0
20083,179500.0
5720,250500.0
11731,91100.0
2778,369400.0
7337,155400.0
13503,388300.0
4994,218000.0
10933,352700.0
12722,127300.0
11190,222300.0
14123,153700.0
15155,53200.0
2775,89800.0
10793,173900.0
9812,112500.0
18963,196700.0
6350,183800.0
13726,323800.0
2201,490400.0
2618,196100.0
20596,68500.0
3196,137800.0
2218,139800.0
9763,192500.0
7104,147700.0
868,259600.0
9987,77400.0
6226,335000.0
18510,62100.0
13034,263200.0
20194,170700.0
20328,166000.0
1324,75000.0
17797,71300.0
15569,234500.0
2486,169100.0
10450,168800.0
18255,109800.0
14945,163200.0
5220,160700.0
7212,331300.0
17680,260100.0
7331,125600.0
10655,173000.0
17692,394000.0
11789,232100.0
10163,316100.0
13054,166200.0
10937,139200.0
6029,500001.0
3989,258000.0
6938,281700.0
7901,95800.0
12537,500001.0
2298,500001.0
20162,156300.0
12602,393900.0
9021,94800.0
17775,500001.0
2299,335900.0
13163,169300.0
12935,87500.0
12124,195600.0
7460,266900.0
9408,233100.0
232,153200.0
20079,128100.0
18231,167700.0
20215,183600.0
8054,188000.0
1051,366700.0
17857,235200.0
15441,185900.0
250,107600.0
14682,472700.0
243,205900.0
1303,63900.0
11039,160200.0
5688,116100.0
4658,69900.0
2773,263400.0
5655,187500.0
9556,67500.0
18751,143100.0
11947,500001.0
5305,359000.0
6885,101600.0
15809,76700.0
7480,196900.0
6486,98500.0
16405,129400.0
8383,124000.0
8529,163400.0
4406,138400.0
9954,264600.0
1896,329800.0
14528,96500.0
12448,66200.0
8375,182100.0
7075,191400.0
7254,276300.0
3836,56700.0
17299,477100.0
1922,387900.0
14175,248000.0
3141,368600.0
12471,289500.0
8725,262500.0
3390,439300.0
20143,200900.0
12501,283700.0
3860,85900.0
3357,126500.0
19995,278600.0
6301,225000.0
3320,73700.0
1764,225000.0
188,138100.0
16152,386600.0
6030,171400.0
16648,146600.0
530,195000.0
4175,213500.0
18530,93000.0
12955,247800.0
12049,94300.0
19976,56000.0
1444,125000.0
17802,206100.0
12611,383300.0
3636,166800.0
5313,154900.0
2163,165600.0
12318,175600.0
4032,186900.0
4362,205000.0
15064,230600.0
10072,365000.0
9501,245200.0
18555,109100.0
7800,232500.0
2418,500001.0
9266,162500.0
3404,61300.0
17296,231300.0
6965,129200.0
2654,118800.0
15199,346900.0
9920,109900.0
7326,192200.0
10396,65400.0
10676,104900.0
4556,294400.0
14624,434800.0
1337,67500.0
1755,49400.0
15663,466700.0
12076,153100.0
17049,500001.0
12265,214700.0
15760,105200.0
6787,500001.0
4009,224700.0
1174,160600.0
17975,186700.0
12429,154200.0
814,135500.0
14318,73000.0
15964,57500.0
2018,140600.0
7553,297100.0
17747,135300.0
8306,175500.0
18836,277300.0
19479,274100.0
4042,227300.0
17844,180900.0
18049,148800.0
20179,205000.0
6197,342200.0
13641,133200.0
17699,254400.0
19596,101100.0
10067,400000.0
16792,225000.0
1088,155600.0
3489,94300.0
2360,286900.0
18384,192200.0
11807,214300.0
13785,104600.0
11859,158200.0
3172,47500.0
11351,174100.0
6713,178600.0
14319,122900.0
15430,243800.0
4249,105400.0
18249,81500.0
13522,181000.0
18880,137500.0
18268,460100.0
18330,96500.0
5589,227100.0
14041,133500.0
15472,162500.0
11411,239300.0
13709,446200.0
18586,146900.0
15814,63200.0
4178,69900.0
13260,500001.0
682,200000.0
5563,105800.0
626,341600.0
16616,431800.0
4832,316700.0
7183,183300.0
8038,214100.0
16139,52600.0
299,236400.0
9748,256300.0
2551,104200.0
4157,164300.0
16978,113400.0
19303,114800.0
1039,153800.0
3496,210300.0
1282,110900.0
7854,83000.0
926,171900.0
7504,351900.0
8516,60000.0
11764,93800.0
14917,166700.0
18131,278000.0
4408,142300.0
10703,225800.0
19086,203700.0
19633,331400.0
13203,88500.0
10646,160100.0
663,112500.0
34,109700.0
344,151800.0
13166,192600.0
9228,157000.0
7399,176800.0
19179,171800.0
7306,500001.0
13403,204100.0
16678,64900.0
3731,74300.0
3370,71400.0
8636,500001.0
4367,282200.0
15529,225000.0
4707,254900.0
5716,185600.0
7547,254200.0
6517,94600.0
19602,87700.0
17738,129500.0
1651,296400.0
20164,196300.0
2784,128800.0
11203,277800.0
13091,435100.0
3121,212500.0
5702,115000.0
9244,308400.0
17059,288500.0
7138,500001.0
4980,80700.0
17206,271700.0
4160,300000.0
12029,436100.0
16072,188000.0
7665,188300.0
4116,113600.0
17176,500001.0
6408,214100.0
16211,500001.0
13549,397300.0
2605,145800.0
16704,173900.0
9869,244400.0
5788,118400.0
1654,211500.0
16975,407200.0
17677,225800.0
4601,190800.0
748,237500.0
11687,137900.0
9604,116000.0
3439,500001.0
18801,412500.0
6453,112500.0
765,386800.0
6572,195800.0
3302,158500.0
12910,366700.0
16305,336900.0
16142,139000.0
6567,251000.0
17783,255800.0
4072,303800.0
12685,154800.0
12193,476700.0
4427,96600.0
18030,118000.0
8835,118800.0
7561,283800.0
11876,404500.0
1836,292600.0
12089,90600.0
3060,95800.0
15089,194100.0
16127,266400.0
2885,137500.0
552,114200.0
20373,158300.0
5201,323600.0
3216,104200.0
12115,100700.0
14179,70200.0
5671,292900.0
14382,183400.0
15075,183300.0
5621,328700.0
11321,192900.0
15681,81400.0
15880,352700.0
20048,322900.0
203,158000.0
8518,190700.0
8118,219200.0
4657,154200.0
15912,500001.0
14907,451800.0
6596,147500.0
6334,390500.0
10100,225000.0
2351,101300.0
17547,118800.0
7754,240700.0
10278,155200.0
15793,457800.0
669,171300.0
4567,229900.0
3418,139700.0
8631,86700.0
11284,71600.0
16527,81300.0
19908,168800.0
15570,243400.0
9709,384200.0
15023,121800.0
1742,196200.0
2161,66300.0
13465,187500.0
11910,351100.0
5472,230600.0
14756,236900.0
17762,242300.0
4736,334700.0
1808,158000.0
7995,350000.0
2867,101900.0
14315,260500.0
7952,134500.0
8772,288200.0
19321,100000.0
19215,396000.0
13724,180700.0
6610,186300.0
17595,59600.0
9304,51300.0
14111,87500.0
8588,187500.0
10174,112500.0
5427,269200.0
14152,72500.0
6913,450000.0
19910,438300.0
16886,218200.0
4421,83700.0
18979,113500.0
10109,424000.0
1224,262500.0
17755,76900.0
1806,177500.0
17058,221900.0
19256,240100.0
13852,59700.0
8328,500001.0
9871,197000.0
6159,174100.0
19020,304400.0
3582,213900.0
15885,69100.0
2051,379700.0
507,313100.0
19420,64700.0
18743,67500.0
20279,285300.0
13434,233800.0
966,495800.0
1150,374900.0
5853,187500.0
3660,262500.0
105,500001.0
2173,61000.0
1852,154700.0
19209,500001.0
10540,150600.0
15170,300000.0
11095,166700.0
4513,337500.0
12298,110900.0
10556,219400.0
2361,127600.0
6887,295300.0
9790,162700.0
6914,153100.0
5581,107000.0
2902,202400.0
12039,500001.0
4900,191700.0
8889,84300.0
1565,188600.0
17996,134700.0
10975,146100.0
15759,500001.0
10434,112500.0
6456,155000.0
5314,216100.0
9602,195900.0
15374,76000.0
9352,117300.0
19318,321800.0
15903,340900.0
7652,55500.0
20548,69400.0
11878,187500.0
17310,384700.0
4021,67500.0
9469,196300.0
152,291500.0
18052,186200.0
16711,207000.0
6495,279600.0
12033,192900.0
19704,164800.0
10264,315600.0
11938,114300.0
1065,152500.0
9111,130400.0
20278,247700.0
10554,70900.0
2866,258500.0
17875,308700.0
20141,196900.0
3279,144400.0
876,121600.0
10670,96200.0
1975,90400.0
18910,125000.0
9566,80100.0
2581,168600.0
1359,475000.0
15046,89900.0
14862,166300.0
1837,500001.0
7939,73500.0
15165,229700.0
9070,45500.0
6763,500001.0
1731,467600.0
20213,364700.0
6537,239600.0
19736,87500.0
14861,500001.0
10974,215200.0
20462,182100.0
845,328800.0
10764,190200.0
16029,129200.0
290,92900.0
10328,149700.0
8248,188700.0
11048,165400.0
1368,54100.0
10338,194700.0
10303,225000.0
16880,305600.0
11149,216200.0
16429,193300.0
6955,91200.0
15242,141100.0
20394,128800.0
15404,77600.0
10123,92900.0
13912,164100.0
1222,112500.0
18724,160800.0
7365,417900.0
11767,80600.0
8228,162500.0
11518,39200.0
13754,406200.0
14813,161300.0
9808,127900.0
16673,292900.0
19009,74200.0
4040,109500.0
3482,84800.0
10747,500001.0
7194,277600.0
18862,173300.0
13164,184700.0
4810,136800.0
13579,60000.0
6327,225000.0
6770,59800.0
10790,290500.0
4804,61400.0
9743,141800.0
464,129500.0
11940,103100.0
1128,92900.0
3149,166700.0
13084,234200.0
11377,77500.0
8310,500001.0
12059,156300.0
6988,57000.0
15857,500001.0
7887,215100.0
9124,71000.0
12096,231800.0
9202,69000.0
10103,142600.0
8988,94300.0
12090,394100.0
4163,276800.0
12436,345200.0
702,500001.0
14563,114600.0
16403,269300.0
102,266300.0
4990,102700.0
16258,257300.0
7914,256600.0
19069,103100.0
13245,243200.0
12610,126400.0
17806,146600.0
19576,239400.0
8424,252200.0
10637,128600.0
14933,92000.0
7797,270100.0
9338,86200.0
11836,447100.0
14571,287900.0
18570,217500.0
12850,160600.0
7053,141700.0
9342,151200.0
5827,75900.0
16658,95200.0
19399,206900.0
11768,65000.0
5785,146600.0
7321,188100.0
10638,248900.0
18237,187200.0
892,124800.0
20292,157400.0
5147,174100.0
16164,208700.0
20336,205600.0
9930,266300.0
19143,265100.0
18970,295600.0
20320,246800.0
14212,281300.0
19273,191400.0
18556,344800.0
16369,349500.0
9681,446100.0
9520,334400.0
6333,120400.0
12801,366700.0
12508,109800.0
1025,165500.0
4081,225900.0
2219,181300.0
16916,356100.0
6954,40900.0
4670,173600.0
17536,130600.0
4992,147800.0
20616,55100.0
13170,376200.0
13833,228000.0
9730,100200.0
19898,335000.0
17120,71900.0
15701,267000.0
747,132700.0
17789,169200.0
6737,135200.0
9314,152200.0
429,134300.0
4577,148600.0
8938,230300.0
3016,118500.0
260,256000.0
14091,140600.0
15265,144400.0
6417,101900.0
2614,173800.0
2216,225000.0
10334,72100.0
2020,500001.0
3397,335600.0
4514,253100.0
9680,111900.0
4882,289900.0
12322,252300.0
14677,343100.0
620,95100.0
6144,22500.0
6322,240400.0
14760,81600.0
11294,137500.0
12916,350000.0
405,151500.0
6383,229900.0
1899,63300.0
11008,202600.0
18625,500001.0
3726,500001.0
20117,56000.0
10053,162500.0
10925,131300.0
14920,386700.0
14036,87700.0
16981,87900.0
20490,135100.0
3392,90000.0
4864,208500.0
2813,500001.0
6299,235000.0
6463,179400.0
288,108100.0
4589,57500.0
19662,191300.0
19348,82400.0
18568,67500.0
17831,112500.0
1363,264100.0
3529,435200.0
18247,155400.0
11385,137500.0
1314,217300.0
10033,213500.0
1356,263100.0
4855,85800.0
17766,500001.0
11573,270800.0
11757,262400.0
5277,226900.0
14423,139300.0
19681,191700.0
20547,107900.0
13666,295200.0
16687,111500.0
1661,204800.0
7798,240800.0
8436,261100.0
8089,168800.0
1096,104000.0
7091,392700.0
18645,146900.0
10104,143000.0
10910,213500.0
13916,188300.0
20323,175000.0
12921,220000.0
12615,198400.0
1261,124000.0
14228,137500.0
163,500001.0
5619,265600.0
3774,210700.0
4528,208600.0
19235,401000.0
13798,272400.0
2967,500001.0
8558,104800.0
12763,151400.0
12527,174300.0
13764,301200.0
12885,162500.0
17394,160000.0
2381,234500.0
1984,200000.0
13343,144000.0
10606,266200.0
1352,149500.0
5634,168400.0
17010,43500.0
20253,117600.0
5014,175000.0
18731,168900.0
7190,344900.0
9446,346700.0
2952,68300.0
10011,91500.0
20200,66000.0
9579,146400.0
376,82100.0
9140,49300.0
18818,390100.0
15818,192300.0
5514,105400.0
5153,67300.0
3041,105500.0
514,134100.0
17465,51400.0
14077,240000.0
13123,138500.0
16030,193800.0
8291,85500.0
11802,121700.0
15017,45100.0
10147,213200.0
13811,299300.0
10693,229300.0
6691,112200.0
785,211700.0
13765,87000.0
19388,384600.0
